Action,Memory Utilization
1,0.813802
2,0.813802
3,0.678168
4,0.508626
5,0.406901
6,0.339084
7,0.290644
8,0.254313
9,0.226056
10,0.244141
11,0.295928
12,0.305176
13,0.344301
14,0.377837
15,0.388817
16,0.415378
17,0.438815
18,0.448345
19,0.446163
20,0.454373
21,0.471489
22,0.477800
23,0.492409
24,0.505801
25,0.511610
26,0.510713
27,0.503854
28,0.503298
29,0.508392
30,0.507722
31,0.512345
32,0.521766
33,0.530615
34,0.534955
35,0.542922
36,0.546679
37,0.553899
38,0.557169
39,0.563749
40,0.566610
41,0.566023
42,0.568693
43,0.568084
44,0.564421
45,0.557907
46,0.554624
47,0.548595
48,0.539992
49,0.528971
50,0.518392
51,0.508227
52,0.501062
53,0.496726
54,0.495063
55,0.495926
56,0.499180
57,0.499941
58,0.498337
59,0.499086
60,0.497550
61,0.493840
62,0.492438
63,0.493233
64,0.491884
65,0.488490
66,0.487254
67,0.488079
68,0.486885
69,0.483760
70,0.478787
71,0.472043
72,0.467371
73,0.460969
74,0.456572
75,0.450485
76,0.446342
77,0.444068
78,0.440114
79,0.434543
80,0.429111
81,0.425488
82,0.420299
83,0.415235
84,0.411907
85,0.407061
86,0.403904
87,0.402380
88,0.402431
89,0.400958
90,0.401024
91,0.399598
92,0.399677
93,0.401213
94,0.401274
95,0.399905
96,0.397152
97,0.393058
98,0.390431
99,0.386487
100,0.383979
101,0.380177
102,0.377780
103,0.376746
104,0.377036
105,0.378612
106,0.381438
107,0.382943
108,0.385677
109,0.387116
110,0.389762
111,0.391138
112,0.391279
113,0.390217
114,0.387984
115,0.384610
116,0.382464
117,0.379195
118,0.377131
119,0.376241
120,0.376496
121,0.377869
122,0.380330
123,0.381649
124,0.381853
125,0.380968
126,0.381174
127,0.382444
128,0.382635
129,0.383875
130,0.384052
131,0.383191
132,0.381316
133,0.378449
134,0.376637
135,0.375856
136,0.374090
137,0.373339
138,0.371617
139,0.368943
140,0.366308
141,0.363710
142,0.361149
143,0.359572
144,0.357075
145,0.355547
146,0.353112
147,0.350710
148,0.348340
149,0.346002
150,0.344600
151,0.342318
152,0.340958
153,0.340503
154,0.340934
155,0.340484
156,0.339171
157,0.337011
158,0.334878
159,0.333625
160,0.331540
161,0.329480
162,0.328284
163,0.326270
164,0.325107
165,0.324781
166,0.323642
167,0.323328
168,0.323825
169,0.325120
170,0.325601
171,0.325283
172,0.324180
173,0.323874
174,0.322793
175,0.322498
176,0.322978
177,0.324218
178,0.326207
179,0.327415
180,0.329364
181,0.332040
182,0.333942
183,0.336564
184,0.339158
185,0.341095
186,0.342386
187,0.343042
188,0.344310
189,0.346179
190,0.348640
191,0.351075
192,0.352955
193,0.355343
194,0.357182
195,0.359524
196,0.361841
197,0.364136
198,0.366407
199,0.368655
200,0.370881
201,0.372773
202,0.374336
203,0.375576
204,0.377110
205,0.378935
206,0.381046
207,0.383137
208,0.385207
209,0.387258
210,0.389289
211,0.391301
212,0.393294
213,0.395067
214,0.397024
215,0.398962
216,0.400883
217,0.402607
218,0.404138
219,0.405478
220,0.406981
221,0.408296
222,0.409425
223,0.410369
224,0.411132
225,0.412061
226,0.412809
227,0.413381
228,0.414117
229,0.414678
230,0.415065
231,0.415617
232,0.415997
233,0.416540
234,0.416913
235,0.417118
236,0.417485
237,0.417686
238,0.417722
239,0.417595
240,0.417309
241,0.416864
242,0.416262
243,0.415506
244,0.414915
245,0.414486
246,0.413904
247,0.413170
248,0.412285
249,0.411252
250,0.410382
251,0.409365
252,0.408509
253,0.407507
254,0.406360
255,0.405375
256,0.404245
257,0.403276
258,0.402163
259,0.400910
260,0.399815
261,0.398580
262,0.397206
263,0.395696
264,0.394197
265,0.392856
266,0.391670
267,0.390639
268,0.389760
269,0.388743
270,0.387590
271,0.386303
272,0.384883
273,0.383615
274,0.382215
275,0.380825
276,0.379586
277,0.378495
278,0.377552
279,0.376754
280,0.375824
281,0.375038
282,0.374120
283,0.373346
284,0.372441
285,0.371678
286,0.371056
287,0.370573
288,0.369959
289,0.369215
290,0.368343
291,0.367344
292,0.366484
293,0.365762
294,0.365177
295,0.364727
296,0.364150
297,0.363707
298,0.363396
299,0.362959
300,0.362395
301,0.361706
302,0.361150
303,0.360725
304,0.360176
305,0.359503
306,0.358961
307,0.358550
308,0.358266
309,0.358110
310,0.358080
311,0.357925
312,0.357648
313,0.357248
314,0.356727
315,0.356333
316,0.356064
317,0.355674
318,0.355165
319,0.354537
320,0.353793
321,0.353173
322,0.352678
323,0.352066
324,0.351339
325,0.350735
326,0.350015
327,0.349419
328,0.348944
329,0.348355
330,0.347652
331,0.346835
332,0.346141
333,0.345334
334,0.344648
335,0.344082
336,0.343404
337,0.342845
338,0.342404
339,0.341851
340,0.341416
341,0.341096
342,0.340892
343,0.340576
344,0.340149
345,0.339837
346,0.339639
347,0.339331
348,0.338912
349,0.338385
350,0.337972
351,0.337672
352,0.337263
353,0.336966
354,0.336781
355,0.336705
356,0.336739
357,0.336664
358,0.336698
359,0.336840
360,0.336873
361,0.336798
362,0.336831
363,0.336758
364,0.336578
365,0.336505
366,0.336327
367,0.336255
368,0.336289
369,0.336218
370,0.336042
371,0.335972
372,0.335798
373,0.335521
374,0.335349
375,0.335075
376,0.334699
377,0.334428
378,0.334261
379,0.333993
380,0.333624
381,0.333155
382,0.332587
383,0.332124
384,0.331561
385,0.330902
386,0.330145
387,0.329492
388,0.328743
389,0.327897
390,0.327156
391,0.326518
392,0.325783
393,0.325152
394,0.324425
395,0.323800
396,0.323276
397,0.322656
398,0.322138
399,0.321719
400,0.321399
401,0.320984
402,0.320475
403,0.320064
404,0.319752
405,0.319345
406,0.318845
407,0.318442
408,0.317947
409,0.317359
410,0.316679
411,0.316097
412,0.315612
413,0.315223
414,0.314930
415,0.314731
416,0.314627
417,0.314430
418,0.314327
419,0.314132
420,0.313845
421,0.313652
422,0.313368
423,0.313176
424,0.312895
425,0.312706
426,0.312608
427,0.312421
428,0.312144
429,0.311958
430,0.311863
431,0.311859
432,0.311765
433,0.311582
434,0.311489
435,0.311308
436,0.311216
437,0.311036
438,0.310768
439,0.310413
440,0.310148
441,0.309972
442,0.309709
443,0.309360
444,0.308925
445,0.308405
446,0.307800
447,0.307112
448,0.306426
449,0.305744
450,0.305150
451,0.304646
