Action,Memory_Utilization
258,0.024562
259,0.024576
260,0.024587
261,0.024601
262,0.024619
263,0.024641
264,0.024658
265,0.024679
266,0.024704
267,0.024732
268,0.024764
269,0.024792
270,0.024816
271,0.024843
272,0.024866
273,0.024893
274,0.024917
275,0.024943
276,0.024973
277,0.025006
278,0.025036
279,0.025062
280,0.025091
281,0.025116
282,0.025145
283,0.025177
284,0.025205
285,0.025230
286,0.025251
287,0.025275
288,0.025296
289,0.025313
290,0.025333
291,0.025350
292,0.025364
293,0.025374
294,0.025381
295,0.025384
296,0.025384
297,0.025387
298,0.025387
299,0.025384
300,0.025378
301,0.025368
302,0.025362
303,0.025358
304,0.025352
305,0.025343
306,0.025330
307,0.025314
308,0.025302
309,0.025293
310,0.025280
311,0.025271
312,0.025259
313,0.025244
314,0.025226
315,0.025211
316,0.025199
317,0.025190
318,0.025185
319,0.025182
320,0.025177
321,0.025169
322,0.025157
323,0.025149
324,0.025143
325,0.025141
326,0.025136
327,0.025128
328,0.025123
329,0.025115
330,0.025104
331,0.025096
332,0.025091
333,0.025083
334,0.025078
335,0.025070
336,0.025065
337,0.025057
338,0.025053
339,0.025051
340,0.025052
341,0.025050
342,0.025045
343,0.025038
344,0.025027
345,0.025020
346,0.025015
347,0.025008
348,0.025003
349,0.025002
350,0.024997
351,0.024990
352,0.024980
353,0.024973
354,0.024963
355,0.024950
356,0.024935
357,0.024917
358,0.024897
359,0.024874
360,0.024854
361,0.024836
362,0.024816
363,0.024799
364,0.024779
365,0.024762
366,0.024742
367,0.024720
368,0.024695
369,0.024668
370,0.024644
371,0.024617
372,0.024587
373,0.024555
374,0.024521
375,0.024490
376,0.024456
377,0.024419
378,0.024380
379,0.024339
380,0.024296
381,0.024250
382,0.024207
383,0.024162
384,0.024114
385,0.024064
386,0.024017
387,0.023972
388,0.023931
389,0.023887
390,0.023846
391,0.023807
392,0.023766
393,0.023723
394,0.023683
395,0.023645
396,0.023605
397,0.023563
398,0.023523
399,0.023482
400,0.023438
401,0.023396
402,0.023357
403,0.023321
404,0.023283
405,0.023242
406,0.023204
407,0.023169
408,0.023136
409,0.023101
410,0.023064
411,0.023029
412,0.022997
413,0.022962
414,0.022926
415,0.022892
416,0.022860
417,0.022826
418,0.022795
419,0.022762
420,0.022726
421,0.022693
422,0.022658
423,0.022625
424,0.022595
425,0.022567
426,0.022537
427,0.022504
428,0.022470
429,0.022434
430,0.022400
431,0.022368
432,0.022334
433,0.022299
434,0.022265
435,0.022234
436,0.022206
437,0.022179
438,0.022155
439,0.022129
440,0.022106
441,0.022080
442,0.022052
443,0.022027
444,0.022003
445,0.021983
446,0.021964
447,0.021948
448,0.021929
449,0.021908
450,0.021886
451,0.021865
452,0.021843
453,0.021819
454,0.021792
455,0.021763
456,0.021733
457,0.021704
458,0.021674
459,0.021646
460,0.021616
461,0.021584
462,0.021550
463,0.021518
464,0.021489
465,0.021457
466,0.021428
467,0.021397
468,0.021368
469,0.021341
470,0.021316
471,0.021294
472,0.021269
473,0.021243
474,0.021219
475,0.021192
476,0.021164
477,0.021134
478,0.021102
479,0.021073
480,0.021045
481,0.021015
482,0.020984
483,0.020951
484,0.020919
485,0.020890
486,0.020859
487,0.020827
488,0.020796
489,0.020767
490,0.020737
491,0.020705
492,0.020671
493,0.020639
494,0.020605
495,0.020573
496,0.020543
497,0.020512
498,0.020478
499,0.020447
500,0.020414
501,0.020379
502,0.020346
503,0.020316
504,0.020287
505,0.020260
506,0.020232
507,0.020202
508,0.020169
509,0.020139
510,0.020108
511,0.020074
512,0.020039
513,0.020005
514,0.019970
515,0.019933
516,0.019898
517,0.019866
518,0.019835
519,0.019806
520,0.019779
521,0.019754
522,0.019728
523,0.019699
524,0.019673
525,0.019648
526,0.019622
527,0.019598
528,0.019572
529,0.019548
530,0.019526
531,0.019506
532,0.019484
533,0.019463
534,0.019445
535,0.019425
536,0.019404
537,0.019380
538,0.019359
539,0.019339
540,0.019321
541,0.019306
542,0.019292
543,0.019276
544,0.019262
545,0.019246
546,0.019229
547,0.019210
548,0.019189
549,0.019167
550,0.019142
551,0.019117
552,0.019089
553,0.019060
554,0.019032
555,0.019007
556,0.018980
557,0.018954
558,0.018931
559,0.018906
560,0.018883
561,0.018858
562,0.018831
563,0.018806
564,0.018780
565,0.018755
566,0.018729
567,0.018705
568,0.018678
569,0.018654
570,0.018628
571,0.018601
572,0.018575
573,0.018548
574,0.018519
575,0.018492
576,0.018467
577,0.018443
578,0.018418
579,0.018391
580,0.018363
581,0.018333
582,0.018305
583,0.018275
584,0.018247
585,0.018221
586,0.018193
587,0.018164
588,0.018136
589,0.018107
590,0.018080
591,0.018051
592,0.018024
593,0.017998
594,0.017971
595,0.017946
596,0.017922
597,0.017900
598,0.017880
599,0.017859
600,0.017839
601,0.017817
602,0.017794
603,0.017772
604,0.017753
605,0.017735
606,0.017715
607,0.017697
608,0.017681
609,0.017666
610,0.017650
611,0.017632
612,0.017613
613,0.017592
614,0.017573
615,0.017553
616,0.017534
617,0.017513
618,0.017491
619,0.017471
620,0.017449
621,0.017426
622,0.017401
623,0.017374
624,0.017347
625,0.017320
626,0.017293
627,0.017265
628,0.017238
629,0.017212
630,0.017184
631,0.017157
632,0.017130
633,0.017104
634,0.017081
635,0.017058
636,0.017038
637,0.017015
638,0.016995
639,0.016976
640,0.016956
641,0.016937
642,0.016916
643,0.016895
644,0.016871
645,0.016850
646,0.016830
647,0.016808
648,0.016785
649,0.016761
650,0.016738
651,0.016717
652,0.016694
653,0.016670
654,0.016648
655,0.016627
656,0.016608
657,0.016587
658,0.016567
659,0.016547
660,0.016525
661,0.016501
662,0.016479
663,0.016456
664,0.016431
665,0.016408
666,0.016383
667,0.016359
668,0.016334
669,0.016310
670,0.016285
671,0.016261
672,0.016237
673,0.016214
674,0.016193
675,0.016170
676,0.016149
677,0.016130
678,0.016112
679,0.016095
680,0.016080
681,0.016067
682,0.016055
683,0.016041
684,0.016029
685,0.016018
686,0.016007
687,0.015996
688,0.015987
689,0.015977
690,0.015965
691,0.015951
692,0.015940
693,0.015927
694,0.015915
695,0.015902
696,0.015890
697,0.015877
698,0.015866
699,0.015853
700,0.015838
701,0.015823
702,0.015809
703,0.015796
704,0.015785
705,0.015775
706,0.015763
707,0.015753
708,0.015742
709,0.015732
710,0.015724
711,0.015714
712,0.015706
713,0.015696
714,0.015688
715,0.015681
716,0.015673
717,0.015663
718,0.015655
719,0.015645
720,0.015634
721,0.015622
722,0.015609
723,0.015594
724,0.015578
725,0.015560
726,0.015542
727,0.015522
728,0.015500
729,0.015479
730,0.015459
731,0.015441
732,0.015421
733,0.015400
734,0.015380
735,0.015359
736,0.015338
737,0.015319
738,0.015298
739,0.015279
740,0.015261
741,0.015244
742,0.015226
743,0.015210
744,0.015192
745,0.015173
746,0.015152
747,0.015133
748,0.015113
749,0.015093
750,0.015074
751,0.015057
752,0.015038
753,0.015018
754,0.014998
755,0.014980
756,0.014962
757,0.014946
758,0.014929
759,0.014911
760,0.014894
761,0.014876
762,0.014856
763,0.014837
764,0.014818
765,0.014802
766,0.014786
767,0.014772
768,0.014759
769,0.014745
770,0.014732
771,0.014721
772,0.014708
773,0.014696
774,0.014686
775,0.014677
776,0.014667
777,0.014656
778,0.014643
779,0.014632
780,0.014620
781,0.014606
782,0.014593
783,0.014582
784,0.014572
785,0.014564
786,0.014556
787,0.014550
788,0.014546
789,0.014540
790,0.014535
791,0.014531
792,0.014529
793,0.014525
794,0.014521
795,0.014515
796,0.014507
797,0.014499
798,0.014489
799,0.014479
800,0.014467
801,0.014453
802,0.014439
803,0.014426
804,0.014412
805,0.014399
806,0.014384
807,0.014369
808,0.014352
809,0.014337
810,0.014321
811,0.014305
812,0.014289
813,0.014274
814,0.014260
815,0.014245
816,0.014231
817,0.014218
818,0.014204
819,0.014192
820,0.014178
821,0.014163
822,0.014147
823,0.014132
824,0.014116
825,0.014102
826,0.014086
827,0.014071
828,0.014058
829,0.014045
830,0.014034
831,0.014022
832,0.014009
833,0.013994
834,0.013979
835,0.013962
836,0.013945
837,0.013930
838,0.013915
839,0.013900
840,0.013886
841,0.013870
842,0.013854
843,0.013838
844,0.013821
845,0.013806
846,0.013792
847,0.013777
848,0.013763
849,0.013750
850,0.013739
851,0.013728
852,0.013717
853,0.013704
854,0.013692
855,0.013682
856,0.013671
857,0.013658
858,0.013645
859,0.013630
860,0.013614
861,0.013598
862,0.013584
863,0.013570
864,0.013558
865,0.013547
866,0.013534
867,0.013523
868,0.013513
869,0.013502
870,0.013490
871,0.013477
872,0.013462
873,0.013449
874,0.013437
875,0.013426
876,0.013417
877,0.013406
878,0.013396
879,0.013385
880,0.013373
881,0.013363
882,0.013351
883,0.013340
884,0.013328
885,0.013315
886,0.013302
887,0.013289
888,0.013277
889,0.013267
890,0.013257
891,0.013247
892,0.013235
893,0.013225
894,0.013213
895,0.013201
896,0.013189
897,0.013177
898,0.013163
899,0.013148
900,0.013135
901,0.013122
902,0.013111
903,0.013099
904,0.013085
905,0.013073
906,0.013062
907,0.013050
908,0.013036
909,0.013024
910,0.013013
911,0.013003
912,0.012994
913,0.012984
914,0.012973
915,0.012961
916,0.012950
917,0.012940
918,0.012929
919,0.012920
920,0.012911
921,0.012901
922,0.012890
923,0.012878
924,0.012868
925,0.012856
926,0.012845
927,0.012835
928,0.012827
929,0.012819
930,0.012811
931,0.012803
932,0.012797
933,0.012790
934,0.012783
935,0.012776
936,0.012769
937,0.012764
938,0.012758
939,0.012750
940,0.012744
941,0.012737
942,0.012731
943,0.012725
944,0.012719
945,0.012712
946,0.012704
947,0.012694
948,0.012684
949,0.012675
950,0.012667
951,0.012657
952,0.012649
953,0.012640
954,0.012632
955,0.012625
956,0.012619
957,0.012614
958,0.012610
959,0.012607
960,0.012605
961,0.012604
962,0.012602
963,0.012599
964,0.012595
965,0.012590
966,0.012586
967,0.012581
968,0.012575
969,0.012568
970,0.012560
971,0.012551
972,0.012542
973,0.012531
974,0.012519
975,0.012508
976,0.012498
977,0.012489
978,0.012480
979,0.012469
980,0.012459
981,0.012448
982,0.012439
983,0.012430
984,0.012420
985,0.012412
986,0.012404
987,0.012396
988,0.012388
989,0.012379
990,0.012372
991,0.012363
992,0.012354
993,0.012343
994,0.012334
995,0.012325
996,0.012318
997,0.012311
998,0.012306
999,0.012299
1000,0.012294
