Action,Memory Utilization
1,0.813802
2,0.813802
3,0.678168
4,0.712077
5,0.651042
6,0.542535
7,0.523158
8,0.457764
9,0.406901
10,0.366211
11,0.332919
12,0.339084
13,0.313001
14,0.290644
15,0.298394
16,0.279744
17,0.263289
18,0.271267
19,0.256990
20,0.244141
21,0.251891
22,0.240442
23,0.229988
24,0.220405
25,0.211589
26,0.203451
27,0.210986
28,0.232515
29,0.252559
30,0.271267
31,0.288768
32,0.305176
33,0.320589
34,0.331676
35,0.345451
36,0.355231
37,0.361341
38,0.370188
39,0.381563
40,0.392369
41,0.400167
42,0.410015
43,0.419405
44,0.428369
45,0.435126
46,0.443358
47,0.451240
48,0.458793
49,0.466038
50,0.471741
51,0.478448
52,0.483694
53,0.489922
54,0.494761
55,0.500561
56,0.505037
57,0.508258
58,0.512446
59,0.517554
60,0.521448
61,0.524188
62,0.527850
63,0.530402
64,0.531895
65,0.532380
66,0.531902
67,0.530503
68,0.530066
69,0.528735
70,0.526547
71,0.525303
72,0.524963
73,0.523774
74,0.523464
75,0.523996
76,0.523691
77,0.524207
78,0.525512
79,0.525991
80,0.525676
81,0.524597
82,0.522780
83,0.521760
84,0.521511
85,0.520531
86,0.520301
87,0.519358
88,0.519147
89,0.518237
90,0.516653
91,0.514415
92,0.512906
93,0.510756
94,0.509318
95,0.507252
96,0.504576
97,0.501311
98,0.498750
99,0.495609
100,0.493157
101,0.491374
102,0.490239
103,0.489733
104,0.488636
105,0.488156
106,0.488275
107,0.488977
108,0.489087
109,0.488620
110,0.488730
111,0.489403
112,0.490623
113,0.491267
114,0.492449
115,0.494154
116,0.496370
117,0.499083
118,0.501751
119,0.504373
120,0.506499
121,0.508142
122,0.509314
123,0.510025
124,0.510287
125,0.510111
126,0.509507
127,0.509340
128,0.509599
129,0.509434
130,0.508854
131,0.508697
132,0.508131
133,0.507166
134,0.506620
135,0.505681
136,0.505154
137,0.504239
138,0.502944
139,0.501277
140,0.500021
141,0.498399
142,0.496417
143,0.494843
144,0.492914
145,0.490637
146,0.488019
147,0.485069
148,0.481791
149,0.478558
150,0.475729
151,0.472578
152,0.469826
153,0.466756
154,0.464077
155,0.461083
156,0.458127
157,0.455209
158,0.452328
159,0.449483
160,0.446674
161,0.443900
162,0.441494
163,0.439452
164,0.437764
165,0.436427
166,0.434778
167,0.433474
168,0.431863
169,0.429949
170,0.427739
171,0.425238
172,0.423081
173,0.421263
174,0.419777
175,0.417998
176,0.415932
177,0.413582
178,0.411258
179,0.408961
180,0.406990
181,0.404741
182,0.402816
183,0.401207
184,0.399912
185,0.398923
186,0.398237
187,0.397268
188,0.396597
189,0.395647
190,0.394421
191,0.392924
192,0.391726
193,0.390258
194,0.388526
195,0.386534
196,0.384562
197,0.382610
198,0.380677
199,0.378764
200,0.377142
201,0.375265
202,0.373676
203,0.372370
204,0.370811
205,0.369531
206,0.368527
207,0.367271
208,0.365766
209,0.364016
210,0.362541
211,0.360823
212,0.359377
213,0.358199
214,0.357286
215,0.356633
216,0.356238
217,0.356097
218,0.356205
219,0.356561
220,0.356666
221,0.356525
222,0.356141
223,0.356004
224,0.356110
225,0.355974
226,0.355599
227,0.354989
228,0.354621
229,0.354494
230,0.354604
231,0.354948
232,0.355055
233,0.354928
234,0.355035
235,0.354909
236,0.354555
237,0.354432
238,0.354539
239,0.354417
240,0.354071
241,0.353952
242,0.354059
243,0.353941
244,0.354047
245,0.354374
246,0.354918
247,0.355678
248,0.356650
249,0.357832
250,0.358788
251,0.359952
252,0.360892
253,0.362039
254,0.363390
255,0.364519
256,0.365426
257,0.366115
258,0.367009
259,0.367687
260,0.368151
261,0.368403
262,0.368446
263,0.368283
264,0.368327
265,0.368575
266,0.369025
267,0.369268
268,0.369712
269,0.370355
270,0.371193
271,0.372226
272,0.373450
273,0.374467
274,0.375279
275,0.376281
276,0.377080
277,0.377678
278,0.378466
279,0.379443
280,0.380219
281,0.380797
282,0.381563
283,0.382515
284,0.383651
285,0.384970
286,0.386090
287,0.387014
288,0.387742
289,0.388653
290,0.389371
291,0.390270
292,0.390977
293,0.391865
294,0.392562
295,0.393070
296,0.393758
297,0.394259
298,0.394939
299,0.395433
300,0.395742
301,0.395869
302,0.395816
303,0.395584
304,0.395532
305,0.395658
306,0.395606
307,0.395378
308,0.395327
309,0.395453
310,0.395402
311,0.395177
312,0.394780
313,0.394212
314,0.393821
315,0.393259
316,0.392530
317,0.391634
318,0.390573
319,0.389689
320,0.388641
321,0.387768
322,0.386732
323,0.385871
324,0.385182
325,0.384665
326,0.383984
327,0.383142
328,0.382470
329,0.381967
330,0.381631
331,0.381134
332,0.380476
333,0.379659
334,0.378685
335,0.377555
336,0.376431
337,0.375475
338,0.374685
339,0.373740
340,0.372960
341,0.372344
342,0.371572
343,0.370963
344,0.370200
345,0.369285
346,0.368217
347,0.367156
348,0.366257
349,0.365518
350,0.364629
351,0.363899
352,0.363328
353,0.362914
354,0.362655
355,0.362244
356,0.361684
357,0.361279
358,0.361027
359,0.360626
360,0.360378
361,0.360281
362,0.360335
363,0.360239
364,0.359995
365,0.359603
366,0.359362
367,0.359270
368,0.359325
369,0.359528
370,0.359876
371,0.360368
372,0.361004
373,0.361490
374,0.362119
375,0.362890
376,0.363801
377,0.364850
378,0.365751
379,0.366790
380,0.367966
381,0.369137
382,0.370301
383,0.371334
384,0.372237
385,0.373010
386,0.373904
387,0.374917
388,0.375802
389,0.376805
390,0.377680
391,0.378428
392,0.379294
393,0.380034
394,0.380892
395,0.381625
396,0.382232
397,0.382958
398,0.383559
399,0.384038
400,0.384633
401,0.385107
402,0.385459
403,0.385690
404,0.386039
405,0.386504
406,0.386849
407,0.387310
408,0.387886
409,0.388576
410,0.389146
411,0.389830
412,0.390627
413,0.391304
414,0.391862
415,0.392302
416,0.392855
417,0.393290
418,0.393609
419,0.393812
420,0.393900
421,0.394102
422,0.394415
423,0.394615
424,0.394926
425,0.395348
426,0.395881
427,0.396299
428,0.396827
429,0.397465
430,0.398210
431,0.398841
432,0.399359
433,0.399763
434,0.400276
435,0.400896
436,0.401404
437,0.401800
438,0.402304
439,0.402696
440,0.402977
441,0.403149
442,0.403428
443,0.403598
444,0.403659
445,0.403613
446,0.403459
447,0.403199
448,0.402834
449,0.402576
450,0.402213
451,0.401958
