Action,Memory_Utilization
647,0.006339
648,0.006342
649,0.006342
650,0.006345
651,0.006345
652,0.006345
653,0.006345
654,0.006348
655,0.006348
656,0.006348
657,0.006345
658,0.006345
659,0.006342
660,0.006339
661,0.006334
662,0.006330
663,0.006325
664,0.006318
665,0.006310
666,0.006304
667,0.006299
668,0.006292
669,0.006284
670,0.006275
671,0.006265
672,0.006258
673,0.006248
674,0.006239
675,0.006230
676,0.006222
677,0.006213
678,0.006204
679,0.006194
680,0.006185
681,0.006176
682,0.006169
683,0.006162
684,0.006158
685,0.006154
686,0.006150
687,0.006144
688,0.006139
689,0.006133
690,0.006128
691,0.006122
692,0.006118
693,0.006114
694,0.006113
695,0.006112
696,0.006111
697,0.006107
698,0.006106
699,0.006105
700,0.006106
701,0.006106
702,0.006107
703,0.006109
704,0.006110
705,0.006110
706,0.006111
707,0.006111
708,0.006109
709,0.006106
710,0.006104
711,0.006104
712,0.006102
713,0.006099
714,0.006097
715,0.006094
716,0.006090
717,0.006084
718,0.006080
719,0.006074
720,0.006067
721,0.006061
722,0.006054
723,0.006046
724,0.006039
725,0.006030
726,0.006022
727,0.006014
728,0.006007
729,0.006001
730,0.005994
731,0.005986
732,0.005978
733,0.005970
734,0.005962
735,0.005955
736,0.005947
737,0.005939
738,0.005932
739,0.005927
740,0.005920
741,0.005915
742,0.005911
743,0.005908
744,0.005904
745,0.005901
746,0.005897
747,0.005892
748,0.005885
749,0.005878
750,0.005871
751,0.005866
752,0.005859
753,0.005852
754,0.005845
755,0.005837
756,0.005830
757,0.005822
758,0.005816
759,0.005808
760,0.005800
761,0.005793
762,0.005786
763,0.005779
764,0.005771
765,0.005765
766,0.005757
767,0.005751
768,0.005744
769,0.005736
770,0.005730
771,0.005725
772,0.005721
773,0.005719
774,0.005718
775,0.005716
776,0.005715
777,0.005712
778,0.005711
779,0.005709
780,0.005708
781,0.005706
782,0.005705
783,0.005702
784,0.005701
785,0.005701
786,0.005703
787,0.005703
788,0.005702
789,0.005702
790,0.005701
791,0.005699
792,0.005698
793,0.005696
794,0.005695
795,0.005692
796,0.005689
797,0.005684
798,0.005678
799,0.005671
800,0.005664
801,0.005657
802,0.005650
803,0.005643
804,0.005636
805,0.005630
806,0.005626
807,0.005620
808,0.005613
809,0.005606
810,0.005600
811,0.005596
812,0.005592
813,0.005590
814,0.005587
815,0.005585
816,0.005584
817,0.005584
818,0.005586
819,0.005589
820,0.005593
821,0.005595
822,0.005597
823,0.005600
824,0.005603
825,0.005606
826,0.005608
827,0.005610
828,0.005614
829,0.005619
830,0.005623
831,0.005626
832,0.005627
833,0.005630
834,0.005633
835,0.005638
836,0.005644
837,0.005649
838,0.005653
839,0.005658
840,0.005664
841,0.005671
842,0.005680
843,0.005689
844,0.005700
845,0.005709
846,0.005720
847,0.005729
848,0.005737
849,0.005747
850,0.005755
851,0.005764
852,0.005772
853,0.005782
854,0.005792
855,0.005803
856,0.005814
857,0.005825
858,0.005838
859,0.005849
860,0.005862
861,0.005873
862,0.005883
863,0.005894
864,0.005905
865,0.005914
866,0.005924
867,0.005935
868,0.005947
869,0.005961
870,0.005975
871,0.005991
872,0.006007
873,0.006025
874,0.006044
875,0.006064
876,0.006082
877,0.006100
878,0.006116
879,0.006132
880,0.006146
881,0.006161
882,0.006175
883,0.006188
884,0.006202
885,0.006215
886,0.006226
887,0.006237
888,0.006246
889,0.006255
890,0.006262
891,0.006270
892,0.006280
893,0.006290
894,0.006302
895,0.006312
896,0.006321
897,0.006332
898,0.006341
899,0.006351
900,0.006363
901,0.006373
902,0.006384
903,0.006397
904,0.006408
905,0.006418
906,0.006427
907,0.006435
908,0.006444
909,0.006455
910,0.006466
911,0.006476
912,0.006485
913,0.006493
914,0.006502
915,0.006509
916,0.006518
917,0.006526
918,0.006533
919,0.006541
920,0.006549
921,0.006559
922,0.006570
923,0.006582
924,0.006595
925,0.006609
926,0.006624
927,0.006638
928,0.006653
929,0.006667
930,0.006679
931,0.006691
932,0.006702
933,0.006713
934,0.006724
935,0.006736
936,0.006746
937,0.006758
938,0.006768
939,0.006778
940,0.006786
941,0.006793
942,0.006802
943,0.006811
944,0.006821
945,0.006831
946,0.006839
947,0.006846
948,0.006854
949,0.006864
950,0.006872
951,0.006879
952,0.006887
953,0.006894
954,0.006900
955,0.006908
956,0.006914
957,0.006919
958,0.006925
959,0.006930
960,0.006934
961,0.006937
962,0.006940
963,0.006945
964,0.006949
965,0.006954
966,0.006960
967,0.006967
968,0.006975
969,0.006984
970,0.006992
971,0.006999
972,0.007005
973,0.007012
974,0.007017
975,0.007024
976,0.007030
977,0.007035
978,0.007039
979,0.007041
980,0.007043
981,0.007046
982,0.007050
983,0.007054
984,0.007058
985,0.007063
986,0.007069
987,0.007075
988,0.007081
989,0.007088
990,0.007093
991,0.007100
992,0.007108
993,0.007116
994,0.007126
995,0.007134
996,0.007144
997,0.007152
998,0.007162
999,0.007172
1000,0.007182
