Action,Memory Utilization
1,0.000000
2,0.001465
3,0.000977
4,0.000732
5,0.001172
6,0.000977
7,0.000837
8,0.001099
9,0.001628
10,0.001758
11,0.001598
12,0.001709
13,0.002028
14,0.002093
15,0.002344
16,0.002747
17,0.003274
18,0.003906
19,0.004317
20,0.004541
21,0.004883
22,0.005060
23,0.005350
24,0.005737
25,0.006211
26,0.006535
27,0.006727
28,0.006801
29,0.006971
30,0.007031
31,0.007182
32,0.007233
33,0.007191
34,0.007066
35,0.007031
36,0.006917
37,0.006889
38,0.006939
39,0.007061
40,0.007104
41,0.007074
42,0.006975
43,0.006813
44,0.006658
45,0.006576
46,0.006433
47,0.006296
48,0.006226
49,0.006099
50,0.006035
51,0.005917
52,0.005859
53,0.005749
54,0.005642
55,0.005593
56,0.005598
57,0.005654
58,0.005657
59,0.005611
60,0.005615
61,0.005571
62,0.005481
63,0.005394
64,0.005356
65,0.005364
66,0.005415
67,0.005510
68,0.005558
69,0.005647
70,0.005776
71,0.005942
72,0.006063
73,0.006140
74,0.006176
75,0.006172
76,0.006129
77,0.006126
78,0.006160
79,0.006156
80,0.006116
81,0.006040
82,0.006002
83,0.005930
84,0.005894
85,0.005894
86,0.005928
87,0.005994
88,0.006092
89,0.006156
90,0.006185
91,0.006181
92,0.006210
93,0.006269
94,0.006358
95,0.006414
96,0.006439
97,0.006494
98,0.006517
99,0.006570
100,0.006650
101,0.006701
102,0.006778
103,0.006883
104,0.007014
105,0.007115
106,0.007186
107,0.007228
108,0.007243
109,0.007230
110,0.007244
111,0.007285
112,0.007350
113,0.007441
114,0.007556
115,0.007643
116,0.007754
117,0.007888
118,0.007995
119,0.008075
120,0.008130
121,0.008160
122,0.008213
123,0.008289
124,0.008340
125,0.008414
126,0.008464
127,0.008535
128,0.008583
129,0.008653
130,0.008744
131,0.008811
132,0.008856
133,0.008921
134,0.008964
135,0.008984
136,0.008983
137,0.009003
138,0.009044
139,0.009105
140,0.009187
141,0.009288
142,0.009367
143,0.009465
144,0.009583
145,0.009678
146,0.009752
147,0.009805
148,0.009838
149,0.009851
150,0.009883
151,0.009934
152,0.010003
153,0.010091
154,0.010197
155,0.010282
156,0.010385
157,0.010469
158,0.010569
159,0.010650
160,0.010712
161,0.010791
162,0.010851
163,0.010928
