Action,Memory Utilization
1,0.000000
2,0.000000
3,0.000000
4,0.006104
5,0.014648
6,0.016276
7,0.013951
8,0.015259
9,0.018989
10,0.024414
11,0.026634
12,0.030518
13,0.035682
14,0.041853
15,0.048828
16,0.053406
17,0.056009
18,0.056966
19,0.059108
20,0.059814
21,0.059291
22,0.059925
23,0.061566
24,0.064087
25,0.065430
26,0.065730
27,0.065104
28,0.063651
29,0.061456
30,0.060221
31,0.058279
32,0.057220
33,0.056966
34,0.057445
35,0.058594
36,0.060357
37,0.061365
38,0.061678
39,0.062600
40,0.062866
41,0.063715
42,0.065104
43,0.065861
44,0.067139
45,0.068902
46,0.070058
47,0.070645
48,0.070699
49,0.071249
50,0.072266
51,0.072763
52,0.072773
53,0.073242
54,0.073242
55,0.073686
56,0.074550
57,0.074955
58,0.074926
59,0.074484
60,0.074463
61,0.074043
62,0.074030
63,0.074405
64,0.074387
65,0.074745
66,0.074722
67,0.074335
68,0.074319
69,0.074657
70,0.075335
71,0.075649
72,0.076294
73,0.077255
74,0.077861
75,0.078125
76,0.078703
77,0.079584
78,0.080754
79,0.081586
80,0.082092
81,0.082887
82,0.083961
83,0.085302
84,0.086321
85,0.087603
86,0.089140
87,0.090360
88,0.091275
89,0.091896
90,0.092773
91,0.093364
92,0.093676
93,0.094244
94,0.094540
95,0.095086
96,0.095876
97,0.096901
98,0.098154
99,0.099629
100,0.100830
101,0.102249
102,0.103879
103,0.105241
104,0.106812
105,0.108119
106,0.109633
107,0.111346
108,0.112802
109,0.114007
110,0.114968
111,0.116132
112,0.117057
113,0.118181
114,0.119072
115,0.120160
116,0.121439
117,0.122488
118,0.123312
119,0.123917
120,0.124308
121,0.124492
122,0.124872
123,0.125445
124,0.125811
125,0.125977
126,0.126333
127,0.126876
128,0.127602
129,0.128505
130,0.129582
131,0.130457
132,0.131503
133,0.132717
134,0.134095
135,0.135634
136,0.136970
137,0.138109
138,0.139408
139,0.140513
140,0.141776
141,0.143195
142,0.144421
143,0.145460
144,0.146654
145,0.148000
146,0.149494
147,0.151135
148,0.152918
149,0.154513
150,0.155924
151,0.157155
152,0.158210
153,0.159090
154,0.159801
155,0.160660
156,0.161665
157,0.162501
158,0.163482
159,0.164603
160,0.165863
161,0.166956
162,0.167884
163,0.168951
164,0.169856
165,0.170898
166,0.171781
167,0.172507
168,0.173078
169,0.173499
170,0.174058
171,0.174468
172,0.174731
173,0.174850
174,0.175108
175,0.175223
176,0.175476
177,0.175864
178,0.176110
179,0.176490
180,0.177002
181,0.177643
182,0.178142
183,0.178503
184,0.178727
185,0.179080
186,0.179299
187,0.179646
188,0.179859
189,0.180199
190,0.180664
191,0.180996
192,0.181198
193,0.181524
194,0.181973
195,0.182542
196,0.183230
197,0.183787
198,0.184215
199,0.184516
200,0.184937
201,0.185231
202,0.185644
203,0.186172
204,0.186576
205,0.187095
206,0.187491
207,0.187764
208,0.187918
209,0.187953
210,0.187872
211,0.187676
212,0.187366
213,0.187174
214,0.187098
215,0.186910
216,0.186835
217,0.186649
218,0.186353
219,0.185948
220,0.185436
221,0.184818
222,0.184095
223,0.183489
224,0.182778
225,0.181966
226,0.181161
227,0.180363
228,0.179679
229,0.179108
230,0.178647
231,0.178297
232,0.178054
233,0.177919
234,0.177889
235,0.177755
236,0.177519
237,0.177388
238,0.177361
239,0.177436
240,0.177409
241,0.177281
242,0.177052
243,0.176927
244,0.176702
245,0.176379
246,0.175960
247,0.175445
248,0.175033
249,0.174722
250,0.174512
251,0.174400
252,0.174386
253,0.174276
254,0.174263
255,0.174154
256,0.174141
257,0.174033
258,0.173832
259,0.173726
260,0.173715
261,0.173611
262,0.173414
263,0.173312
264,0.173303
265,0.173202
266,0.173009
267,0.172727
268,0.172356
269,0.171897
270,0.171351
271,0.170898
272,0.170539
273,0.170272
274,0.169918
275,0.169478
276,0.168952
277,0.168519
278,0.168176
279,0.167748
280,0.167236
281,0.166815
282,0.166310
283,0.165722
284,0.165225
285,0.164816
286,0.164496
287,0.164263
288,0.163947
289,0.163549
290,0.163069
291,0.162509
292,0.161952
293,0.161483
294,0.160934
295,0.160388
296,0.159846
297,0.159390
298,0.159019
299,0.158569
300,0.158040
301,0.157515
302,0.156994
303,0.156476
304,0.155961
305,0.155530
306,0.155181
307,0.154914
308,0.154570
309,0.154306
310,0.153966
311,0.153707
312,0.153370
313,0.152958
314,0.152471
315,0.151987
316,0.151506
317,0.151028
318,0.150553
319,0.150158
320,0.149689
321,0.149298
322,0.148986
323,0.148752
324,0.148594
325,0.148362
326,0.148057
327,0.147828
328,0.147675
329,0.147449
330,0.147150
331,0.146779
332,0.146484
333,0.146264
334,0.145973
335,0.145610
336,0.145176
337,0.144746
338,0.144317
339,0.143964
340,0.143684
341,0.143477
342,0.143343
343,0.143139
344,0.142865
345,0.142522
346,0.142251
347,0.142052
348,0.141924
349,0.141727
350,0.141462
351,0.141129
352,0.140866
353,0.140536
354,0.140139
355,0.139813
356,0.139558
357,0.139372
358,0.139256
359,0.139208
360,0.139092
361,0.138910
362,0.138796
363,0.138615
364,0.138503
365,0.138324
366,0.138213
367,0.138036
368,0.137926
369,0.137751
370,0.137511
371,0.137337
372,0.137231
373,0.137059
374,0.136823
375,0.136523
376,0.136290
377,0.135993
378,0.135763
379,0.135598
380,0.135370
381,0.135078
382,0.134853
383,0.134564
384,0.134341
385,0.134055
386,0.133708
387,0.133426
388,0.133208
389,0.133054
390,0.132838
391,0.132560
392,0.132222
393,0.131886
394,0.131551
395,0.131218
396,0.130948
397,0.130618
398,0.130351
399,0.130147
400,0.129883
401,0.129559
402,0.129237
403,0.128916
404,0.128657
405,0.128460
406,0.128324
407,0.128249
408,0.128234
409,0.128278
410,0.128263
411,0.128189
412,0.128055
413,0.127863
414,0.127732
415,0.127541
416,0.127411
417,0.127222
418,0.127093
419,0.127023
420,0.126895
421,0.126710
422,0.126583
423,0.126399
424,0.126274
425,0.126091
426,0.125967
427,0.125901
428,0.125892
429,0.125826
430,0.125818
431,0.125752
432,0.125744
433,0.125679
434,0.125671
435,0.125606
436,0.125598
437,0.125534
438,0.125415
439,0.125351
440,0.125233
441,0.125171
442,0.125053
443,0.124881
444,0.124655
445,0.124375
446,0.124150
447,0.123982
448,0.123869
449,0.123810
450,0.123806
451,0.123857
452,0.123853
453,0.123903
454,0.123899
455,0.123841
456,0.123730
457,0.123566
458,0.123350
459,0.123187
460,0.123079
461,0.123024
462,0.122916
463,0.122756
464,0.122544
465,0.122385
466,0.122280
467,0.122123
468,0.121914
469,0.121654
470,0.121395
471,0.121189
472,0.121036
473,0.120935
474,0.120783
475,0.120580
476,0.120326
477,0.120125
478,0.119874
479,0.119675
480,0.119527
481,0.119431
482,0.119386
483,0.119391
484,0.119447
485,0.119453
486,0.119408
487,0.119413
488,0.119469
489,0.119474
490,0.119529
491,0.119534
492,0.119490
493,0.119396
494,0.119352
495,0.119358
496,0.119314
497,0.119319
498,0.119374
499,0.119477
500,0.119531
501,0.119536
502,0.119493
503,0.119401
504,0.119358
505,0.119363
506,0.119320
507,0.119229
508,0.119187
509,0.119192
510,0.119150
511,0.119060
512,0.119019
513,0.118929
514,0.118793
515,0.118610
516,0.118474
517,0.118387
518,0.118253
519,0.118072
520,0.117845
521,0.117619
522,0.117440
523,0.117309
524,0.117225
525,0.117188
526,0.117104
527,0.117067
528,0.117077
529,0.117040
530,0.117049
531,0.117013
532,0.117022
533,0.116986
534,0.116904
535,0.116868
536,0.116878
537,0.116933
538,0.117033
539,0.117178
540,0.117368
541,0.117512
542,0.117611
543,0.117664
544,0.117672
545,0.117725
546,0.117822
547,0.117875
548,0.117882
549,0.117846
550,0.117853
551,0.117905
552,0.118001
553,0.118141
554,0.118236
555,0.118375
556,0.118557
557,0.118783
558,0.119051
559,0.119362
560,0.119629
561,0.119851
562,0.120115
563,0.120336
564,0.120599
565,0.120817
566,0.121078
567,0.121381
568,0.121640
569,0.121942
570,0.122199
571,0.122412
572,0.122582
573,0.122795
574,0.123049
575,0.123344
576,0.123596
577,0.123890
578,0.124224
579,0.124600
580,0.124933
581,0.125306
582,0.125720
583,0.126090
584,0.126418
585,0.126703
586,0.127028
587,0.127311
588,0.127551
589,0.127832
590,0.128153
591,0.128515
592,0.128834
593,0.129193
594,0.129592
595,0.130031
596,0.130427
597,0.130863
598,0.131338
599,0.131852
600,0.132406
601,0.132916
602,0.133385
603,0.133812
604,0.134277
605,0.134782
606,0.135325
607,0.135826
608,0.136365
609,0.136943
610,0.137479
611,0.138053
612,0.138665
613,0.139236
614,0.139765
615,0.140252
616,0.140698
617,0.141103
618,0.141467
619,0.141870
620,0.142310
621,0.142710
622,0.143070
623,0.143389
624,0.143667
625,0.143906
626,0.144105
627,0.144343
628,0.144541
629,0.144777
630,0.145051
631,0.145285
632,0.145480
633,0.145636
634,0.145830
635,0.145985
636,0.146101
637,0.146254
638,0.146446
639,0.146675
640,0.146942
641,0.147170
642,0.147435
643,0.147661
644,0.147849
645,0.147998
646,0.148185
647,0.148409
648,0.148594
649,0.148741
650,0.148926
651,0.149072
652,0.149255
653,0.149401
654,0.149583
655,0.149727
656,0.149908
657,0.150126
658,0.150306
659,0.150448
660,0.150627
661,0.150769
662,0.150947
663,0.151087
664,0.151191
665,0.151257
666,0.151287
667,0.151353
668,0.151382
669,0.151374
670,0.151404
671,0.151469
672,0.151498
673,0.151563
674,0.151592
675,0.151657
676,0.151757
677,0.151822
678,0.151922
679,0.151986
680,0.152013
681,0.152077
682,0.152176
683,0.152239
684,0.152338
685,0.152472
686,0.152570
687,0.152703
688,0.152872
689,0.153075
690,0.153313
691,0.153586
692,0.153893
693,0.154235
694,0.154611
695,0.154950
696,0.155254
697,0.155521
698,0.155753
699,0.155950
700,0.156180
701,0.156445
702,0.156674
703,0.156868
704,0.157096
705,0.157358
706,0.157585
707,0.157845
708,0.158071
709,0.158261
710,0.158416
711,0.158606
712,0.158829
713,0.159017
714,0.159239
715,0.159494
716,0.159783
717,0.160036
718,0.160324
719,0.160644
720,0.160929
721,0.161248
722,0.161532
723,0.161781
724,0.161996
725,0.162177
726,0.162391
727,0.162637
728,0.162917
729,0.163229
730,0.163507
731,0.163818
732,0.164161
733,0.164537
734,0.164945
735,0.165385
736,0.165856
737,0.166294
738,0.166697
739,0.167132
740,0.167533
741,0.167966
742,0.168431
743,0.168861
744,0.169323
745,0.169817
746,0.170277
747,0.170768
748,0.171225
749,0.171648
750,0.172103
751,0.172524
752,0.172976
753,0.173395
754,0.173845
755,0.174261
756,0.174709
757,0.175123
758,0.175504
759,0.175916
760,0.176295
761,0.176641
762,0.176954
763,0.177234
764,0.177481
765,0.177696
766,0.177878
767,0.178092
768,0.178337
769,0.178613
770,0.178920
771,0.179195
772,0.179437
773,0.179710
774,0.180014
775,0.180286
776,0.180526
777,0.180733
778,0.180909
779,0.181115
780,0.181290
781,0.181433
782,0.181544
783,0.181624
784,0.181673
785,0.181753
786,0.181863
787,0.181942
788,0.181990
789,0.182007
790,0.182055
791,0.182133
792,0.182242
793,0.182320
794,0.182368
795,0.182445
796,0.182553
797,0.182692
798,0.182861
799,0.183060
800,0.183228
801,0.183426
802,0.183653
803,0.183911
804,0.184199
805,0.184516
806,0.184802
807,0.185057
808,0.185341
809,0.185656
810,0.185999
811,0.186312
812,0.186593
813,0.186844
814,0.187124
815,0.187434
816,0.187713
817,0.188021
818,0.188358
819,0.188725
820,0.189060
821,0.189425
822,0.189818
823,0.190240
824,0.190631
825,0.190992
826,0.191381
827,0.191740
828,0.192128
829,0.192544
830,0.192930
831,0.193285
832,0.193669
833,0.194023
834,0.194346
835,0.194698
836,0.195079
837,0.195488
838,0.195924
839,0.196389
840,0.196882
841,0.197403
842,0.197893
843,0.198353
844,0.198784
845,0.199184
846,0.199612
847,0.200011
848,0.200380
849,0.200776
850,0.201143
851,0.201538
852,0.201960
853,0.202411
854,0.202888
855,0.203336
856,0.203755
857,0.204201
858,0.204674
859,0.205118
860,0.205589
861,0.206031
862,0.206500
863,0.206996
864,0.207463
865,0.207901
866,0.208309
867,0.208688
868,0.209038
869,0.209360
870,0.209652
871,0.209916
872,0.210151
873,0.210414
874,0.210648
875,0.210910
876,0.211143
877,0.211347
878,0.211524
879,0.211727
880,0.211903
881,0.212050
882,0.212225
883,0.212372
884,0.212491
885,0.212582
886,0.212700
887,0.212845
888,0.212963
889,0.213108
890,0.213280
891,0.213479
892,0.213650
893,0.213849
894,0.214074
895,0.214325
896,0.214604
897,0.214855
898,0.215078
899,0.215273
900,0.215495
901,0.215743
902,0.215964
903,0.216158
904,0.216378
905,0.216624
906,0.216897
907,0.217142
908,0.217360
909,0.217551
910,0.217714
911,0.217904
912,0.218120
913,0.218363
914,0.218578
915,0.218766
916,0.218927
917,0.219061
918,0.219221
919,0.219408
920,0.219567
921,0.219753
922,0.219965
923,0.220203
924,0.220466
925,0.220703
926,0.220913
927,0.221149
928,0.221410
929,0.221698
930,0.222010
931,0.222296
932,0.222556
933,0.222788
934,0.223046
935,0.223278
936,0.223483
937,0.223713
938,0.223917
939,0.224147
940,0.224402
941,0.224682
942,0.224988
943,0.225319
944,0.225675
945,0.226004
946,0.226359
947,0.226687
948,0.227040
949,0.227419
950,0.227822
951,0.228198
952,0.228600
953,0.229026
954,0.229426
955,0.229850
956,0.230248
957,0.230671
958,0.231067
959,0.231488
960,0.231883
961,0.232251
962,0.232593
963,0.232960
964,0.233352
965,0.233717
966,0.234057
967,0.234370
968,0.234708
969,0.235070
970,0.235407
971,0.235768
972,0.236103
973,0.236412
974,0.236746
975,0.237054
976,0.237387
977,0.237743
978,0.238075
979,0.238430
980,0.238809
981,0.239163
982,0.239492
983,0.239844
984,0.240171
985,0.240522
986,0.240847
987,0.241148
988,0.241422
989,0.241721
990,0.241995
991,0.242293
992,0.242566
993,0.242862
994,0.243183
995,0.243478
996,0.243748
997,0.243994
998,0.244263
999,0.244507
1000,0.244775
