Action,Memory_Utilization
312,0.003368
313,0.003379
314,0.003387
315,0.003392
316,0.003399
317,0.003410
318,0.003424
319,0.003441
320,0.003461
321,0.003477
322,0.003497
323,0.003513
324,0.003526
325,0.003537
326,0.003550
327,0.003560
328,0.003567
329,0.003571
330,0.003572
331,0.003570
332,0.003571
333,0.003569
334,0.003570
335,0.003574
336,0.003575
337,0.003573
338,0.003574
339,0.003578
340,0.003585
341,0.003588
342,0.003595
343,0.003599
344,0.003600
345,0.003598
346,0.003599
347,0.003597
348,0.003592
349,0.003584
350,0.003574
351,0.003567
352,0.003562
353,0.003560
354,0.003556
355,0.003554
356,0.003550
357,0.003542
358,0.003533
359,0.003525
360,0.003521
361,0.003519
362,0.003515
363,0.003508
364,0.003498
365,0.003489
366,0.003479
367,0.003473
368,0.003468
369,0.003462
370,0.003458
371,0.003456
372,0.003452
373,0.003445
374,0.003441
375,0.003440
376,0.003441
377,0.003445
378,0.003446
379,0.003450
380,0.003451
381,0.003455
382,0.003461
383,0.003470
384,0.003482
385,0.003490
386,0.003501
387,0.003510
388,0.003516
389,0.003520
390,0.003521
391,0.003519
392,0.003515
393,0.003509
394,0.003505
395,0.003503
396,0.003504
397,0.003503
398,0.003499
399,0.003493
400,0.003484
401,0.003475
402,0.003467
403,0.003460
404,0.003457
405,0.003451
406,0.003447
407,0.003441
408,0.003437
409,0.003431
410,0.003423
411,0.003414
412,0.003406
413,0.003398
414,0.003390
415,0.003384
416,0.003380
417,0.003375
418,0.003367
419,0.003359
420,0.003353
421,0.003345
422,0.003337
423,0.003329
424,0.003324
425,0.003316
426,0.003310
427,0.003307
428,0.003302
429,0.003294
430,0.003286
431,0.003281
432,0.003278
433,0.003272
434,0.003269
435,0.003264
436,0.003261
437,0.003260
438,0.003262
439,0.003266
440,0.003267
441,0.003266
442,0.003268
443,0.003271
444,0.003277
445,0.003281
446,0.003287
447,0.003295
448,0.003300
449,0.003308
450,0.003318
451,0.003326
452,0.003332
453,0.003335
454,0.003336
455,0.003335
456,0.003337
457,0.003336
458,0.003333
459,0.003328
460,0.003325
461,0.003319
462,0.003312
463,0.003307
464,0.003304
465,0.003299
466,0.003292
467,0.003287
468,0.003280
469,0.003273
470,0.003266
471,0.003261
472,0.003259
473,0.003254
474,0.003247
475,0.003242
476,0.003239
477,0.003235
478,0.003228
479,0.003221
480,0.003215
481,0.003208
482,0.003201
483,0.003197
484,0.003194
485,0.003193
486,0.003191
487,0.003190
488,0.003188
489,0.003183
490,0.003181
491,0.003176
492,0.003174
493,0.003169
494,0.003163
495,0.003159
496,0.003152
497,0.003146
498,0.003141
499,0.003139
500,0.003139
501,0.003136
502,0.003132
503,0.003126
504,0.003122
505,0.003119
506,0.003115
507,0.003109
508,0.003103
509,0.003099
510,0.003096
511,0.003092
512,0.003086
513,0.003080
514,0.003074
515,0.003068
516,0.003062
517,0.003056
518,0.003052
519,0.003050
520,0.003050
521,0.003052
522,0.003051
523,0.003053
524,0.003053
525,0.003051
526,0.003050
527,0.003052
528,0.003055
529,0.003061
530,0.003064
531,0.003069
532,0.003077
533,0.003085
534,0.003092
535,0.003101
536,0.003112
537,0.003121
538,0.003128
539,0.003133
540,0.003136
541,0.003141
542,0.003148
543,0.003153
544,0.003156
545,0.003161
546,0.003168
547,0.003172
548,0.003176
549,0.003180
550,0.003184
551,0.003185
552,0.003188
553,0.003189
554,0.003189
555,0.003190
556,0.003193
557,0.003194
558,0.003197
559,0.003202
560,0.003205
561,0.003206
562,0.003209
563,0.003211
564,0.003210
565,0.003211
566,0.003214
567,0.003216
568,0.003215
569,0.003213
570,0.003209
571,0.003207
572,0.003203
573,0.003197
574,0.003192
575,0.003186
576,0.003181
577,0.003177
578,0.003175
579,0.003174
580,0.003176
581,0.003175
582,0.003173
583,0.003169
584,0.003167
585,0.003167
586,0.003165
587,0.003164
588,0.003162
589,0.003158
590,0.003156
591,0.003153
592,0.003147
593,0.003142
594,0.003138
595,0.003136
596,0.003133
597,0.003131
598,0.003131
599,0.003132
600,0.003135
601,0.003136
602,0.003139
603,0.003140
604,0.003143
605,0.003148
606,0.003154
607,0.003161
608,0.003171
609,0.003181
610,0.003194
611,0.003208
612,0.003223
613,0.003240
614,0.003256
615,0.003273
616,0.003291
617,0.003311
618,0.003329
619,0.003349
620,0.003371
621,0.003390
622,0.003409
623,0.003425
624,0.003443
625,0.003459
626,0.003474
627,0.003487
628,0.003502
629,0.003515
630,0.003526
631,0.003539
632,0.003554
633,0.003570
634,0.003584
635,0.003597
636,0.003611
637,0.003627
638,0.003641
639,0.003657
640,0.003674
641,0.003690
642,0.003707
643,0.003726
644,0.003742
645,0.003761
646,0.003778
647,0.003796
648,0.003816
649,0.003837
650,0.003860
651,0.003884
652,0.003906
653,0.003927
654,0.003947
655,0.003967
656,0.003990
657,0.004010
658,0.004029
659,0.004050
660,0.004072
661,0.004092
662,0.004114
663,0.004135
664,0.004153
665,0.004174
666,0.004195
667,0.004215
668,0.004237
669,0.004257
670,0.004275
671,0.004295
672,0.004316
673,0.004336
674,0.004354
675,0.004374
676,0.004392
677,0.004411
678,0.004432
679,0.004454
680,0.004478
681,0.004503
682,0.004529
683,0.004554
684,0.004577
685,0.004602
686,0.004625
687,0.004647
688,0.004667
689,0.004686
690,0.004706
691,0.004725
692,0.004745
693,0.004766
694,0.004789
695,0.004810
696,0.004832
697,0.004856
698,0.004881
699,0.004908
700,0.004933
701,0.004957
702,0.004979
703,0.005002
704,0.005027
705,0.005053
706,0.005081
707,0.005109
708,0.005139
709,0.005171
710,0.005203
711,0.005237
712,0.005272
713,0.005309
714,0.005344
715,0.005377
716,0.005412
717,0.005445
718,0.005480
719,0.005513
720,0.005547
721,0.005583
722,0.005617
723,0.005653
724,0.005687
725,0.005719
726,0.005750
727,0.005780
728,0.005811
729,0.005841
730,0.005871
731,0.005901
732,0.005931
733,0.005961
734,0.005988
735,0.006017
736,0.006045
737,0.006071
738,0.006099
739,0.006125
740,0.006150
741,0.006176
742,0.006200
743,0.006223
744,0.006245
745,0.006268
746,0.006293
747,0.006316
748,0.006337
749,0.006357
750,0.006376
751,0.006394
752,0.006410
753,0.006427
754,0.006443
755,0.006461
756,0.006477
757,0.006494
758,0.006513
759,0.006530
760,0.006546
761,0.006563
762,0.006578
763,0.006593
764,0.006606
765,0.006620
766,0.006636
767,0.006653
768,0.006671
769,0.006690
770,0.006708
771,0.006724
772,0.006740
773,0.006756
774,0.006772
775,0.006788
776,0.006806
777,0.006822
778,0.006837
779,0.006853
780,0.006871
781,0.006890
782,0.006907
783,0.006926
784,0.006946
785,0.006964
786,0.006984
787,0.007005
788,0.007024
789,0.007045
790,0.007065
791,0.007083
792,0.007102
793,0.007123
794,0.007145
795,0.007165
796,0.007184
797,0.007205
798,0.007224
799,0.007242
800,0.007258
801,0.007276
802,0.007295
803,0.007315
804,0.007336
805,0.007356
806,0.007378
807,0.007397
808,0.007416
809,0.007433
810,0.007450
811,0.007465
812,0.007481
813,0.007498
814,0.007514
815,0.007531
816,0.007547
817,0.007564
818,0.007582
819,0.007599
820,0.007617
821,0.007636
822,0.007657
823,0.007676
824,0.007696
825,0.007718
826,0.007740
827,0.007762
828,0.007782
829,0.007803
830,0.007825
831,0.007849
832,0.007874
833,0.007897
834,0.007921
835,0.007945
836,0.007969
837,0.007995
838,0.008021
839,0.008046
840,0.008071
841,0.008094
842,0.008115
843,0.008136
844,0.008155
845,0.008175
846,0.008197
847,0.008217
848,0.008239
849,0.008261
850,0.008285
851,0.008307
852,0.008331
853,0.008355
854,0.008381
855,0.008405
856,0.008431
857,0.008457
858,0.008485
859,0.008512
860,0.008539
861,0.008566
862,0.008591
863,0.008615
864,0.008640
865,0.008664
866,0.008689
867,0.008715
868,0.008740
869,0.008765
870,0.008792
871,0.008818
872,0.008843
873,0.008866
874,0.008891
875,0.008916
876,0.008941
877,0.008966
878,0.008990
879,0.009016
880,0.009040
881,0.009063
882,0.009085
883,0.009105
884,0.009125
885,0.009143
886,0.009163
887,0.009183
888,0.009203
889,0.009221
890,0.009238
891,0.009256
892,0.009275
893,0.009293
894,0.009310
895,0.009328
896,0.009347
897,0.009365
898,0.009384
899,0.009404
900,0.009423
901,0.009443
902,0.009461
903,0.009481
904,0.009500
905,0.009517
906,0.009536
907,0.009554
908,0.009572
909,0.009592
910,0.009610
911,0.009627
912,0.009644
913,0.009661
914,0.009679
915,0.009696
916,0.009712
917,0.009727
918,0.009741
919,0.009756
920,0.009772
921,0.009789
922,0.009807
923,0.009826
924,0.009844
925,0.009861
926,0.009878
927,0.009897
928,0.009917
929,0.009938
930,0.009960
931,0.009981
932,0.010000
933,0.010019
934,0.010036
935,0.010055
936,0.010074
937,0.010095
938,0.010114
939,0.010135
940,0.010156
941,0.010179
942,0.010200
943,0.010220
944,0.010241
945,0.010264
946,0.010287
947,0.010309
948,0.010330
949,0.010350
950,0.010371
951,0.010391
952,0.010412
953,0.010434
954,0.010455
955,0.010474
956,0.010495
957,0.010515
958,0.010533
959,0.010553
960,0.010571
961,0.010589
962,0.010607
963,0.010627
964,0.010647
965,0.010666
966,0.010685
967,0.010702
968,0.010718
969,0.010735
970,0.010751
971,0.010766
972,0.010780
973,0.010793
974,0.010805
975,0.010816
976,0.010826
977,0.010835
978,0.010843
979,0.010852
980,0.010860
981,0.010867
982,0.010872
983,0.010877
984,0.010881
985,0.010886
986,0.010892
987,0.010897
988,0.010900
989,0.010905
990,0.010911
991,0.010918
992,0.010923
993,0.010930
994,0.010936
995,0.010942
996,0.010948
997,0.010955
998,0.010960
999,0.010965
1000,0.010971
