Action,Memory Utilization
456,0.299875
457,0.299705
458,0.299696
459,0.299849
460,0.300162
461,0.300314
462,0.300625
463,0.301094
464,0.301720
465,0.302185
466,0.302489
467,0.302951
468,0.303568
469,0.304340
470,0.304952
471,0.305404
472,0.306011
473,0.306459
474,0.307061
475,0.307505
476,0.307791
477,0.308232
478,0.308825
479,0.309570
480,0.310467
481,0.311206
482,0.312095
483,0.312827
484,0.313709
485,0.314436
486,0.315006
487,0.315423
488,0.315989
489,0.316402
490,0.316662
491,0.317072
492,0.317330
493,0.317437
494,0.317393
495,0.317200
496,0.317157
497,0.317264
498,0.317221
499,0.317030
500,0.316988
501,0.317093
502,0.317346
503,0.317450
504,0.317408
505,0.317512
506,0.317761
507,0.318156
508,0.318695
509,0.319377
510,0.319911
511,0.320588
512,0.321407
513,0.322078
514,0.322603
515,0.323270
516,0.324077
517,0.325024
518,0.325825
519,0.326765
520,0.327702
521,0.328505
522,0.329174
523,0.329712
524,0.330377
525,0.331169
526,0.332086
527,0.332872
528,0.333782
529,0.334690
530,0.335594
531,0.336385
532,0.337282
533,0.338176
534,0.339067
535,0.339954
536,0.340749
537,0.341630
538,0.342508
539,0.343298
540,0.344002
541,0.344620
542,0.345319
543,0.345932
544,0.346625
545,0.347234
546,0.347757
547,0.348196
548,0.348715
549,0.349315
550,0.349831
551,0.350427
552,0.350939
553,0.351531
554,0.352039
555,0.352626
556,0.353293
557,0.353876
558,0.354377
559,0.354794
560,0.355129
561,0.355383
562,0.355716
563,0.356128
564,0.356458
565,0.356868
566,0.357355
567,0.357921
568,0.358565
569,0.359285
570,0.360083
571,0.360798
572,0.361590
573,0.362379
574,0.363166
575,0.363949
576,0.364663
577,0.365307
578,0.365882
579,0.366388
580,0.366959
581,0.367461
582,0.367895
583,0.368261
584,0.368560
585,0.368923
586,0.369220
587,0.369581
588,0.370007
589,0.370497
590,0.370920
591,0.371276
592,0.371565
593,0.371788
594,0.371945
595,0.372037
596,0.372062
597,0.372023
598,0.371920
599,0.371752
600,0.371649
601,0.371482
602,0.371251
603,0.371085
604,0.370856
605,0.370563
606,0.370335
607,0.370044
608,0.369691
609,0.369402
610,0.369177
611,0.368890
612,0.368541
613,0.368256
614,0.368035
615,0.367877
616,0.367783
617,0.367753
618,0.367785
619,0.367879
620,0.368036
621,0.368130
622,0.368285
623,0.368503
624,0.368782
625,0.368998
626,0.369151
627,0.369242
628,0.369271
629,0.369362
630,0.369391
631,0.369358
632,0.369387
633,0.369477
634,0.369505
635,0.369473
636,0.369379
637,0.369225
638,0.369132
639,0.369100
640,0.369008
641,0.368856
642,0.368643
643,0.368492
644,0.368281
645,0.368130
646,0.367920
647,0.367651
648,0.367443
649,0.367175
650,0.366968
651,0.366821
652,0.366615
653,0.366469
654,0.366382
655,0.366237
656,0.366033
657,0.365771
658,0.365451
659,0.365190
660,0.364989
661,0.364848
